x y z
0.8674845459 0.1710046875 0.5265530273 
0.7211632080 0.7683267334 0.6848886230 
0.5742260986 0.0143193604 0.5933744385 
0.8951577148 0.6159926270 0.0167583740 
0.9769872803 0.1087102295 0.0454047607 
0.6169769287 0.9676316406 0.1222121826 
0.3075662354 0.9595798340 0.8071885254 
0.8829462158 0.2454746582 0.3503209473 
0.8621837646 0.1848199463 0.4643537354 
0.1925871094 0.6464614502 0.4384552734 
0.6079521484 0.8093593750 0.2582035645 
0.8035391113 0.2842706543 0.1292884277 
0.8431957520 0.8835722168 0.7066271729 
0.6663015869 0.0294875000 0.2175301514 
0.6294287598 0.4149519043 0.2332581299 
0.3803636719 0.9846173584 0.7858824219 
0.3238619141 0.1401638428 0.2218761475 
0.1491802734 0.2375600830 0.9854069580 
0.7800377197 0.3200046143 0.2256603516 
0.3599708496 0.9085397217 0.1269294189 
0.0915595215 0.3114249268 0.9142059082 
0.8093746582 0.3884777588 0.9215797852 
0.8620908936 0.8854596191 0.2457073242 
0.7231824463 0.0014833252 0.1734292236 
0.9902208008 0.8519500000 0.9394476074 
0.0870822510 0.3303790527 0.0857863281 
0.1610291016 0.2977364014 0.0312729736 
0.0136444824 0.7012094727 0.1540900146 
0.2105576416 0.2536322998 0.2030432617 
0.1821635742 0.9359758545 0.1195072021 
0.1990743408 0.0544877197 0.9638631592 
0.5604881348 0.1327068359 0.9303304199 
0.4842336426 0.0579184082 0.2986591797 
0.6931162842 0.8633452393 0.9587458252 
0.0277197510 0.9943741943 0.0887769043 
0.7878851318 0.2214165771 0.1487774414 
0.9772843506 0.9292058594 0.3398358398 
0.3919781738 0.2217460205 0.9960296143 
0.5633442627 0.2861977051 0.0467942627 
0.5143253662 0.8119315186 0.7975552246 
0.3178658936 0.0281636230 0.5429679199 
0.6192479980 0.2613751953 0.0037647217 
0.2483853027 0.4314902344 0.2562888184 
0.5621198730 0.1024709961 0.9956739258 
0.1133613525 0.8226494873 0.3839503662 
0.1710746582 0.5369160889 0.1227105469 
0.0918783203 0.9006550537 0.6904888672 
0.4258655762 0.1243506104 0.4132387939 
0.4931004639 0.4287549072 0.1296225098 
0.4514632080 0.9625921875 0.2212720215 
0.4005160889 0.6629844727 0.4039526855 
0.3952654053 0.5023426514 0.7577302490 
0.4433325684 0.4526042725 0.2828524902 
0.2319792236 0.0822570801 0.7341294922 
0.1262531738 0.7834823242 0.0644925781 
0.7685577393 0.5004257812 0.0347653076 
0.6345629883 0.9886450928 0.2764299316 
0.1906406982 0.8850159180 0.3430301025 
0.2795378174 0.5317501221 0.0659916748 
0.7048332031 0.8061437012 0.4769211670 
0.0369443115 0.5667777344 0.4562489014 
0.1790336670 0.1733550781 0.6646767822 
0.1203266357 0.0970638428 0.3126392822 
0.4116971191 0.7562743408 0.8373994873 
0.7623442383 0.9941593750 0.3021535400 
0.2989077148 0.6791795898 0.5105531494 
0.5145188232 0.2089310303 0.2461102051 
0.1160678223 0.3435497559 0.6565198242 
0.8543910156 0.2426157227 0.1337103271 
0.2040416992 0.4390489014 0.9091786621 
0.1426534424 0.0269843018 0.7890648437 
0.3591500977 0.2310535156 0.7225040283 
0.5341575439 0.1024145752 0.8810306152 
0.2172492432 0.3596918457 0.5565839355 
0.9013512695 0.1967121338 0.0679068604 
0.6446700684 0.2196906738 0.5204167480 
0.7995152100 0.9192327393 0.9480738770 
0.1912800537 0.1581974854 0.4279098389 
0.9619016846 0.4817153564 0.9119896729 
0.4285809082 0.4388618896 0.1268454834 
0.2144336182 0.8642807373 0.9408269287 
0.2641167480 0.2375922852 0.9581661621 
0.2540450684 0.8419598877 0.0523268555 
0.0179977295 0.8665098877 0.4317512451 
0.2928601807 0.8598758545 0.8483061768 
0.4099597168 0.2025772949 0.1016590088 
0.5769525879 0.9168509766 0.8117536865 
0.3975396240 0.7936631592 0.0803513184 
0.9991076416 0.3184436279 0.7901743652 
0.2359771973 0.4888525879 0.0985253906 
0.8117891846 0.0581393555 0.7990810303 
0.2435247559 0.9120404541 0.6646188721 
0.4732635498 0.4454923584 0.8933396484 
0.5272698486 0.7701960205 0.1959904785 
0.3784428955 0.1666136963 0.4017427002 
0.4275152588 0.7317847900 0.2194709717 
0.7926638672 0.9241477051 0.3282173828 
0.5153915771 0.9777689697 0.1789536377 
0.3726098633 0.2494100342 0.6561129883 
0.9716146729 0.5149864014 0.0201010010 
0.3092686768 0.9278945312 0.5935334961 
0.0145217041 0.6154482178 0.8273746826 
0.3968190918 0.3504825684 0.2627037842 
0.7326318115 0.1724449707 0.6476474609 
0.8983389893 0.1582374268 0.7645231934 
0.9255400146 0.0969393799 0.7747402832 
0.1351889648 0.3345006348 0.1614240723 
0.1381142090 0.5230949219 0.8813369629 
0.6245737793 0.8692639648 0.9678922607 
0.9696231201 0.7221601563 0.8377210449 
0.2057237305 0.3604296387 0.8020166260 
0.3759038330 0.5702768555 0.1782606201 
0.8860965088 0.2678209961 0.9538981445 
0.5661656006 0.8900167480 0.6173010010 
0.6066056641 0.7332840820 0.6531411621 
0.9185792236 0.6945976074 0.2983808594 
0.5066092285 0.2953426758 0.3279511963 
0.5125484863 0.1546163086 0.8800644287 
0.9954548096 0.2643304443 0.1166004639 
0.5958693604 0.9738492432 0.7177993408 
0.0638251465 0.8748404785 0.5691064941 
0.4008811523 0.2474404297 0.1493872070 
0.6289746582 0.8282710693 0.3364791748 
0.1647382568 0.8887085449 0.0746608154 
0.2319813721 0.1207845703 0.2849094482 
0.9241893799 0.7545263428 0.0977791504 
0.1179270508 0.7403460938 0.4681538574 
0.8132420166 0.5241369141 0.2215933838 
0.1338692139 0.3649354004 0.4466399902 
0.2413816650 0.0518184082 0.2971728516 
0.1266378662 0.6398434082 0.5294211182 
0.0164950195 0.8072745605 0.8853602539 
0.5069544922 0.0435188232 0.8973512695 
0.3342198242 0.6168720947 0.4854729004 
0.3169270264 0.9658008789 0.3835122803 
0.6444025879 0.9159147461 0.1643893799 
0.3550363770 0.8902839600 0.7090974609 
0.7007623047 0.0664333984 0.0688940430 
0.3335680908 0.1664486328 0.5607237793 
0.4389314697 0.7051119873 0.5724349121 
0.8456357910 0.3364935547 0.8802294922 
0.2005072754 0.9614334961 0.6471508057 
0.8691463379 0.6432391846 0.1045466553 
0.8560843994 0.0570068359 0.0312089844 
0.9432656982 0.1073544678 0.3194063232 
0.1716796875 0.7883622559 0.9864793213 
0.4809449707 0.9736559326 0.4191600342 
0.8350314941 0.1258361084 0.4836120117 
0.0892802002 0.1642537354 0.4794214111 
0.6026444336 0.8861583740 0.5447122803 
0.2417906250 0.7602993896 0.1010697266 
0.3171076660 0.1672676514 0.4043266357 
0.1304374268 0.6660226563 0.0576560791 
0.4571006592 0.0527503662 0.6169613770 
0.8541771240 0.3829822021 0.9820923828 
0.1947552979 0.7505209473 0.2957316162 
0.0346921143 0.1749166992 0.3653410889 
0.8484994385 0.9367389893 0.3686784668 
0.2638430420 0.8906910400 0.4922692139 
0.1462167725 0.5348684814 0.1925230469 
0.3408160645 0.2632672363 0.1103311768 
0.2064062988 0.5694537354 0.8857478760 
0.9840812012 0.1389262451 0.8574232422 
0.0270774414 0.7428754395 0.9880181152 
0.0726934814 0.0467403564 0.3341484131 
0.0096016357 0.8820730225 0.2769061035 
0.2687602051 0.9819534668 0.5743493408 
0.2732745605 0.8388908691 0.9327992920 
0.4787693604 0.7804897705 0.2372755859 
0.1556270996 0.8285506592 0.0418945801 
0.7071245117 0.3978935303 0.0467374023 
0.9172001953 0.8872140869 0.6860664062 
0.1530026367 0.9397722412 0.0131018555 
0.2141963623 0.7806406494 0.0479385986 
0.4777125244 0.1887004883 0.6985967041 
0.3187300049 0.8169100586 0.1571882568 
0.0807008545 0.1779217529 0.2360203613 
0.7981336426 0.2121389160 0.0270225342 
0.2203727295 0.5627363281 0.7837293945 
0.4334560059 0.8631910889 0.3818709229 
0.0789915039 0.5566658203 0.3537896729 
0.1079201416 0.9771674316 0.9151695557 
0.2634073486 0.7814352783 0.9677499268 
0.7745595459 0.8367071777 0.2200005127 
0.4323774170 0.2510734619 0.8648919189 
0.8043438232 0.1436948486 0.6264025146 
0.7617571533 0.8452141357 0.8471865234 
0.2164633789 0.1066228271 0.1754836670 
0.3159070068 0.4386167969 0.2822669434 
0.0843809814 0.2137580078 0.1364955322 
0.0605222900 0.6061472412 0.1838627441 
0.9004683105 0.1099593262 0.2630109619 
0.9215880859 0.6174955811 0.4248713623 
0.8487284912 0.0027129395 0.0683007080 
0.5543282715 0.0944129639 0.4445710693 
0.2168959717 0.0833460205 0.9122888672 
0.3389003906 0.5993651367 0.6883948486 
0.2619578857 0.5187861328 0.9534675781 
0.3146055176 0.2721183350 0.2824960449 
0.2163813965 0.1777557129 0.8090208984 
0.4055265137 0.9887607910 0.8644826416 
0.9000476318 0.0602281006 0.9687740479 
0.9842914551 0.7867709229 0.7379165039 
0.9959394287 0.0439031250 0.6824371582 
0.4624223633 0.4142803467 0.0070889404 
0.0910369629 0.1361728516 0.9459001953 
0.7111512939 0.9003619873 0.0808218506 
0.0453576660 0.0986792725 0.5502122559 
0.1611843018 0.9728314453 0.3160865479 
0.8848360596 0.1053039307 0.1291287109 
0.1126130371 0.3576759277 0.9524456787 
0.8227696289 0.8772757812 0.7706413818 
0.5572116943 0.8958749756 0.8706091797 
0.3141273682 0.8325948486 0.2719080811 
0.1410465332 0.4703502930 0.2967536865 
0.1015429199 0.9616371826 0.8025747070 
0.4636699219 0.0868634766 0.3523459473 
0.2699791260 0.4648113525 0.8931385010 
0.0137288818 0.3644945313 0.0886987305 
0.1650788086 0.8295087646 0.8866313477 
0.2142232666 0.4917536133 0.4829244385 
0.0269893311 0.2316446777 0.3178128662 
0.7818496826 0.2135515381 0.2210608887 
0.5072445557 0.0943864502 0.6331518555 
0.4863232178 0.9926398926 0.3038011230 
0.5377176270 0.1316583496 0.0633688965 
0.4400460205 0.7182218262 0.0502938477 
0.4129753906 0.1444234619 0.9855531982 
0.0120671631 0.7775355957 0.5985589844 
0.3258264648 0.0890500977 0.1636760742 
0.4197818359 0.7044978760 0.9667127930 
0.7975929932 0.9096533936 0.6000847900 
0.0938342773 0.9528073242 0.2766807617 
0.7657326660 0.5999229248 0.1512739990 
0.5889945557 0.5957612793 0.8690237549 
0.3368116211 0.4432961914 0.4156517578 
0.9358013916 0.1860146484 0.8863633545 
0.4865959961 0.3616825439 0.1065265137 
0.9707837646 0.8090189941 0.5171030029 
0.9176515869 0.3826728271 0.0196135498 
0.5687685059 0.2478850098 0.3544253418 
0.1514624756 0.0484721680 0.4177572266 
0.3153313477 0.8570132568 0.2131333740 
0.2053434570 0.4193833740 0.1964227539 
0.1241270508 0.6082829346 0.9696469971 
0.8349347656 0.3004058105 0.2568819092 
0.9656019775 0.1759227539 0.2114366211 
0.6272933105 0.5586633301 0.3967170410 
0.1264314941 0.7786876709 0.6069572021 
0.1501346436 0.4288856201 0.5004360352 
0.5601381592 0.8908328613 0.4087870850 
0.1681737061 0.0760508057 0.7299102783 
0.4335227783 0.7567331055 0.2821997559 
0.2804310791 0.1514989990 0.5146505615 
0.0937317139 0.1297589844 0.6651358887 
0.1842130859 0.0882223145 0.4547957520 
0.5104560547 0.9396534424 0.6616435059 
0.6072153320 0.0250937988 0.2309402100 
0.1515317871 0.8546653564 0.5296720947 
0.8384973145 0.9706732178 0.1322047119 
0.8025264160 0.2007822754 0.2817363281 
0.7199795898 0.1238213867 0.0352990234 
0.5978731689 0.2570361328 0.4901815674 
0.2754082764 0.2036712891 0.7864481689 
0.1870853271 0.7315098389 0.4765563232 
0.1261091064 0.0534214844 0.1428772217 
0.9533854980 0.7985665039 0.8248227783 
0.8573065430 0.5064997559 0.9675535645 
0.2803765869 0.4563456299 0.4232295166 
0.4780486572 0.9278133545 0.0475820313 
0.2645250488 0.0775017578 0.3443165771 
0.0274534912 0.7479408936 0.3371581055 
0.6721880859 0.7513683105 0.9095249512 
0.3148750000 0.7180227783 0.1041901367 
0.2360377686 0.5910677246 0.5404978027 
0.8007970459 0.8961669434 0.2218026123 
0.9808210693 0.6926002930 0.9028067627 
0.5432736816 0.2092221436 0.7786907471 
0.2648913818 0.7291022461 0.6319403320 
0.0056564697 0.4063177979 0.9370978271 
0.2842993408 0.6301882324 0.8129718506 
0.8543484619 0.8917466553 0.4150823730 
0.5694001465 0.8409825439 0.8428348633 
0.4174139160 0.9818262451 0.9576406982 
0.0174565674 0.5027652100 0.8895119385 
0.1293030762 0.6532589111 0.1357616211 
0.0078881348 0.8379895020 0.0030526123 
0.0473743652 0.4086854980 0.7644228271 
0.1812487305 0.1590402588 0.1649424561 
0.5583266357 0.7163667725 0.1752793701 
0.5951370850 0.4221375244 0.1768373779 
0.1357507812 0.5571668213 0.3940913086 
0.9793009766 0.6508315186 0.1278006836 
0.5605090576 0.8268402588 0.1860225342 
0.6994738525 0.0860927002 0.5640197021 
0.5023803711 0.0082393799 0.8307463379 
0.7721366943 0.0238856689 0.9283918945 
0.4844145996 0.8842716309 0.1033524658 
0.5519477783 0.1405987061 0.4037011719 
0.5097741211 0.2895553223 0.4188165771 
0.3295698730 0.3282315186 0.2643240967 
0.9657342773 0.8835057373 0.0297910889 
0.7997457520 0.9595828857 0.0590434082 
0.5243941162 0.0443385742 0.4882315674 
0.4908588379 0.7160571533 0.6832385010 
0.6058662598 0.0481561035 0.2981199463 
0.2616807861 0.3994260010 0.3087165039 
0.5073085937 0.0682253418 0.8300989746 
0.0472532715 0.0850042480 0.7977179688 
0.7239827393 0.7065262451 0.1459530518 
0.2956873047 0.6518744385 0.1580852295 
0.2154269287 0.9682074463 0.1621003418 
0.2407935791 0.6869793701 0.1862002197 
0.8667495117 0.5323044922 0.1843806641 
0.5279460938 0.6777440186 0.4871111816 
0.6114557861 0.4678557129 0.4729772461 
0.0156245850 0.5643533691 0.3088085449 
0.5833896484 0.4243240479 0.9056374268 
0.0246745605 0.0272216553 0.7740475342 
0.4908117188 0.7808548584 0.4879508057 
0.7934760742 0.0252945557 0.6554893311 
0.0350050781 0.3415883057 0.7410601318 
0.0687891357 0.6591440186 0.3899226074 
0.9190207520 0.5316302734 0.9584803955 
0.0086115479 0.7900818604 0.1023235352 
0.5453485840 0.3418052979 0.9514080811 
0.0982089355 0.3577918701 0.7320402832 
0.4826549561 0.0961898682 0.4680287842 
0.7197818604 0.0064973633 0.8714102051 
0.1316012695 0.1372730713 0.2646033447 
0.7701810791 0.6760048340 0.8861372070 
0.6718527344 0.4876302002 0.2403774658 
0.1844712158 0.1411343750 0.7602697266 
0.7300537109 0.8518766602 0.9000289063 
0.5360439209 0.6851718750 0.3706380859 
0.5483199707 0.9374064453 0.9193733154 
0.5718687988 0.1886096924 0.0987518066 
0.2892915771 0.0820740723 0.6368095703 
0.2170310791 0.0887249512 0.0833672363 
0.1246570557 0.3236675293 0.3893299316 
0.2073654297 0.8377811768 0.5048788818 
0.6512448242 0.2129844238 0.0547856689 
0.4980446533 0.0045212646 0.2374002197 
0.1122942871 0.7475978271 0.3426511475 
0.3074321533 0.7669234863 0.5497199219 
0.6621438232 0.8682720215 0.0230530029 
0.2618304688 0.9685646729 0.1197441162 
0.3646171875 0.3696908447 0.1438524902 
0.7566326172 0.4486993652 0.3626749756 
0.3342426514 0.7019665283 0.0399720947 
0.2425419189 0.7572925537 0.3442216553 
0.3014926270 0.1186007324 0.4567093506 
0.1204089600 0.2125116699 0.8686323730 
0.4852878662 0.7047829102 0.9704716553 
0.3059486572 0.5959390869 0.9769974121 
0.5604979736 0.8787528076 0.9667281738 
0.4332540039 0.3292982422 0.0835470459 
0.2203944824 0.5596497803 0.6557755371 
0.8344235107 0.4447738525 0.9509632568 
0.9311610107 0.2232625732 0.9478902344 
0.8547897705 0.7172297852 0.2947253662 
0.5041846924 0.3772182861 0.9818877197 
0.5362309570 0.2517255127 0.1010975342 
0.1785149414 0.2370745605 0.0503474609 
0.3409289063 0.5468961914 0.4868826660 
0.2015580078 0.1253145020 0.8682914795 
0.1673609131 0.0144727783 0.6191322754 
0.5488277100 0.5650682373 0.8066295654 
0.1369265625 0.5852043457 0.0829423340 
0.1881701904 0.3008942383 0.8422526123 
0.6548249512 0.7419830322 0.7087215576 
0.9576403564 0.1732610840 0.6666053955 
0.2909668945 0.4208312744 0.0078217041 
0.6261187256 0.8700821045 0.7878317383 
0.9117072021 0.9824777832 0.4581830811 
0.3479799561 0.9110303223 0.4189717285 
0.0125282959 0.9036933350 0.7824686768 
0.1494341553 0.2767663086 0.1906942627 
0.5186180176 0.6159114746 0.7743415283 
0.3273695801 0.7669803467 0.6820913330 
0.8930144531 0.0048377686 0.8588247559 
0.9756296631 0.9058551758 0.4057420410 
0.0872560547 0.7671160400 0.8799998535 
0.7618624268 0.9642823486 0.3679431885 
0.1945051025 0.7959889404 0.6292488037 
0.9345416992 0.8199986572 0.7665180664 
0.1270958008 0.8006509033 0.2250706543 
0.7517321045 0.9601354736 0.1036396729 
0.5597975342 0.6962132324 0.1137691895 
0.6715404541 0.7794724365 0.4280108643 
0.6086460938 0.9166256104 0.9290436523 
0.7739475830 0.2511928467 0.0761370117 
0.4786943604 0.3595305664 0.7021241455 
0.9740287842 0.6666112793 0.3257512695 
0.6514331055 0.5936776611 0.2760655029 
0.0635844727 0.5889485107 0.9755053467 
0.4972671631 0.5362098633 0.0643346191 
0.3086651123 0.2890190918 0.8564081543 
0.9985397217 0.8033700195 0.3391193604 
0.3346047852 0.3325556396 0.4254596191 
0.6677757080 0.8841816406 0.6720201416 
0.6461414551 0.1506520996 0.5602585693 
0.4132364990 0.8250543457 0.6040464355 
0.5442928711 0.4994579590 0.4945998779 
0.3845847900 0.6551372070 0.6730199219 
0.9578151855 0.5656182373 0.4900845215 
0.6454212891 0.9709814209 0.8188080078 
0.3417908447 0.2902198242 0.6187139160 
0.3036391602 0.6526748535 0.0885602051 
0.7906462402 0.3320963623 0.6063959961 
0.7403198486 0.3064220215 0.5226260986 
0.5949663086 0.6202326172 0.4055932617 
0.2202499268 0.1041245361 0.3912628662 
0.3741816162 0.4058954346 0.9285015381 
0.6078713623 0.7945574219 0.8905479980 
0.7421526123 0.4055776123 0.8221688232 
0.5006678711 0.5031102051 0.1339548584 
0.5166225098 0.0462488281 0.5897569824 
0.2752998047 0.9592249023 0.2757454346 
0.3456178955 0.4938981445 0.8140656494 
0.5595954834 0.8444829346 0.5776440186 
0.4325609131 0.8336021240 0.8232902588 
0.9595574463 0.2692513184 0.0556137451 
0.4903670654 0.6931864258 0.0952173828 
0.5780054932 0.8115426025 0.9798821045 
0.1205041992 0.5973665771 0.7204081055 
0.4886316162 0.8388974121 0.1880770264 
0.3730661621 0.8182489990 0.2954685791 
0.0484173096 0.6506606201 0.1406070312 
0.3032909668 0.5756800781 0.4394462158 
0.1462890869 0.3375633789 0.8192877197 
0.3252693604 0.9302060303 0.3253314941 
0.1649477051 0.8619127441 0.9885663574 
0.6765248291 0.2829121826 0.6130336670 
0.2481441895 0.1816343018 0.8638591553 
0.9220930908 0.8981997559 0.3854281494 
0.5651423340 0.3045352539 0.2029254639 
0.6121025391 0.8625736816 0.8990647217 
0.6283148682 0.7252885498 0.4234354980 
0.7331563965 0.6967510742 0.9956725342 
0.8968890137 0.3613524414 0.5645263672 
0.7329993408 0.8655835693 0.0222513184 
0.3938749268 0.8175730713 0.8743085938 
0.8314017090 0.4122458008 0.0378302734 
0.3530491211 0.3894859375 0.4486724365 
0.9703133057 0.1481590820 0.7891926758 
0.8171499268 0.9538243652 0.1921018555 
0.3089349854 0.6713544922 0.2209383301 
0.6004694580 0.0709535400 0.4959866455 
0.3723323730 0.7350334229 0.9337217773 
0.7898227539 0.0036291260 0.1621741455 
0.4081341797 0.7813923584 0.6973765869 
0.3054559326 0.5130167236 0.5413033447 
0.1822413818 0.4668562744 0.8493608398 
0.6656850098 0.2877547852 0.2380609863 
0.9260983643 0.7757454102 0.5587688721 
0.4130443604 0.4581699951 0.7111918457 
0.0518591553 0.3657601318 0.3829464844 
0.1705023682 0.6000009277 0.8099553467 
0.5516397705 0.4501506348 0.1368743652 
0.5341763184 0.6787588135 0.7931599609 
0.0674885742 0.5159057617 0.4031206299 
0.9360840820 0.4252539795 0.8132097412 
0.4108496582 0.4364180664 0.8823984375 
0.8438494873 0.4409822998 0.4685991699 
0.1603406494 0.9709798096 0.8231154297 
0.0041781982 0.9974129639 0.4939187988 
0.4857748779 0.5926810059 0.8349528320 
0.3212023438 0.3497752197 0.4978029541 
0.3494526367 0.7470227051 0.8150716553 
0.6677547607 0.6607473145 0.1719642822 
0.3935145508 0.4768003662 0.0810265381 
0.8671156494 0.2099313965 0.4065978271 
0.9341296875 0.0545114746 0.2768375244 
0.5827921143 0.3150937256 0.6097267822 
0.5621867676 0.2093408691 0.6261567383 
0.6614111084 0.6889621826 0.7411111084 
0.0291946533 0.4727948975 0.6912869141 
0.5890139404 0.6440200928 0.1602304687 
0.6244617920 0.2733316162 0.5664811768 
0.7431727783 0.8318917236 0.5347445557 
0.4660875488 0.2471787109 0.1106271240 
0.6890919922 0.0335421143 0.8205464600 
0.9272239990 0.5771433105 0.6607561768 
0.6626967773 0.6788140625 0.6729240967 
0.4260469238 0.9104317383 0.5219445312 
0.3674901611 0.4517759033 0.4859697021 
0.6449734863 0.0126071777 0.8628763672 
0.8306150635 0.6665700684 0.4520459717 
0.4735687500 0.4901015137 0.8372428711 
0.6689866211 0.8507869385 0.4449552490 
0.3452374268 0.1328084473 0.6310446289 
0.3647380615 0.0438619385 0.4265116455 
0.5612116699 0.4501550049 0.6613239258 
0.5375900146 0.9369425781 0.7188088623 
0.0531485107 0.6366248535 0.5473819336 
0.3878834717 0.7336835693 0.4464328369 
0.7213464355 0.9861387695 0.4122889404 
0.2759651611 0.5605773682 0.7222107910 
0.5624341309 0.8636041260 0.2367175293 
0.9770193604 0.6380812988 0.4639214600 
0.8157701172 0.6711439453 0.3870839600 
0.2217737793 0.0155981445 0.6991010498 
0.7067508301 0.6925907227 0.9008468018 
0.9189991943 0.5852493408 0.5891151367 
0.0157072510 0.9225958496 0.5885594238 
0.5578105469 0.5656714600 0.5100648926 
0.8973613770 0.7660620361 0.6598895020 
0.6937943604 0.5469738770 0.3715000732 
0.6751291992 0.7699346436 0.3257620605 
0.8515677246 0.8658035156 0.1182142822 
0.3611116943 0.9948224854 0.3240879639 
0.5823229736 0.5198933350 0.3541584473 
0.2208219238 0.2216506348 0.3128332764 
0.5896272217 0.2750826660 0.1261813965 
0.3460385742 0.2811902100 0.4799844971 
0.7671956055 0.7892114990 0.6339556641 
0.6675557373 0.4521581787 0.1779843750 
0.8253983643 0.2722135742 0.3971415283 
0.5377761230 0.5236944336 0.7485557861 
0.3429237793 0.8904973877 0.2795701904 
0.8704531006 0.6021672852 0.3513928467 
0.1600312256 0.5184389648 0.5650715820 
0.3787382324 0.5636309326 0.3142312744 
0.4310518555 0.3950469238 0.6933382324 
0.4091583496 0.3971803711 0.3408107666 
0.2380879395 0.1330328857 0.6338246338 
0.0596208496 0.3840676270 0.8864284668 
0.4573536377 0.8403724365 0.5148450439 
0.7104821289 0.4374574707 0.4940561035 
0.8467146729 0.4142990479 0.3032049805 
0.3688171143 0.3690395508 0.7102753174 
0.7316674561 0.1923841064 0.0643988770 
0.5977197754 0.6858119385 0.6916588623 
0.1067010010 0.3188392090 0.2380733643 
0.0932658691 0.0167613281 0.6556320068 
0.5578087646 0.5429737305 0.8661165527 
0.9813549561 0.3772520020 0.7553650391 
0.6791601562 0.8465100830 0.1195039795 
0.5914361084 0.5273562256 0.5727996094 
0.8279095947 0.9783883789 0.3202419678 
0.3542932373 0.4457229004 0.7237044678 
0.8354543213 0.8277084229 0.2424951416 
0.4162640381 0.1001685547 0.2442896484 
0.6819835938 0.7052449463 0.1001203369 
0.5431307617 0.2458677490 0.9246153809 
0.8030291016 0.8631205078 0.9073555420 
0.2588157959 0.0778018066 0.1274240234 
0.5450394043 0.6517166504 0.7186263184 
0.9141607422 0.3437493652 0.1213490479 
0.0232250000 0.4723290039 0.7597979736 
0.5963963867 0.8885652832 0.1359428223 
0.3150898926 0.0808090332 0.9914606201 
0.0445064697 0.3516776367 0.2227875488 
0.0356685791 0.7604899902 0.1626217041 
0.7140203613 0.4893694092 0.3939983154 
0.7669602539 0.5610736816 0.4532645020 
0.9729650635 0.7788923340 0.0010506592 
0.1770624512 0.1654549805 0.5507641602 
0.4775586914 0.6535371338 0.4028947266 
0.6148678955 0.5794920898 0.5288568359 
0.2816585449 0.3435869141 0.8844951416 
0.9074864990 0.8458926514 0.5678658936 
0.7312874023 0.4994260986 0.4572268311 
0.5381065918 0.7818051270 0.8589112549 
0.0031031494 0.7023743652 0.4371745361 
0.4123171631 0.6723425293 0.7533448975 
0.3133547363 0.0945021973 0.5321853027 
0.9803871338 0.7065429932 0.6077303223 
0.2564529297 0.7275298828 0.2302333496 
0.3388780273 0.8257762451 0.5270470459 
0.9893830322 0.4858557373 0.0761276367 
0.4577962402 0.4957032227 0.5872189453 
0.5966644775 0.6935541992 0.2828650391 
0.0673469727 0.0178381836 0.1457948486 
0.5375324951 0.5913179443 0.0607021729 
0.2374891846 0.0094805176 0.6327874268 
0.2059845703 0.7397077393 0.6069985840 
0.8048231689 0.9361336914 0.4178501465 
0.4094885498 0.9202024414 0.6986353271 
0.5214146973 0.3780530029 0.5008739746 
0.5211454346 0.9438482422 0.8337469727 
0.7909554932 0.8711206299 0.1665071045 
0.9034868408 0.2653053467 0.0931974365 
0.7548899902 0.7254707275 0.2051028564 
0.6822351074 0.8180047363 0.3752189941 
0.3568483643 0.7119964111 0.7556433594 
0.0927483887 0.8172461914 0.2842236572 
0.7397702881 0.1598159180 0.3087412354 
0.0726295898 0.8059764893 0.1034228027 
0.4609655518 0.0980603271 0.1973034424 
0.7621824463 0.6159036377 0.0174317627 
0.2093693359 0.8059163818 0.1487276367 
0.6189648926 0.7590691895 0.0168519531 
0.7846631592 0.4448572266 0.6438952881 
0.0491246338 0.0460580078 0.8590784424 
0.3521499756 0.7022406494 0.8696271240 
0.9983686279 0.4048634277 0.3544838379 
0.4991016846 0.8491038818 0.4011131348 
0.4107023682 0.5981246338 0.5761021973 
0.2927377686 0.2608228516 0.5937595703 
0.7137173584 0.6436529785 0.2992763184 
0.8766014893 0.6298979980 0.4702639893 
0.4307547119 0.2177717041 0.5808504883 
0.2568718750 0.4435851318 0.9559620605 
0.4005325928 0.4219493164 0.4140150391 
0.3482870361 0.9567436523 0.2756079346 
0.0572960449 0.2318104980 0.8280705566 
0.2659529297 0.4675914307 0.5046371826 
0.0704749268 0.6920192871 0.4454441895 
0.6282863770 0.3450542969 0.7189572266 
0.5093752197 0.6413966064 0.9510811279 
0.3041135254 0.6592334961 0.7598601318 
0.3127812256 0.8968571533 0.6654276367 
0.7660286133 0.7529561279 0.7482151367 
0.3361086182 0.3031177734 0.5547847900 
0.9047172852 0.5786122314 0.8687192383 
0.5066039795 0.0498182861 0.7599723633 
0.6647478027 0.3956481934 0.7373571777 
0.5108195068 0.7876094727 0.4283619385 
0.7251655273 0.2778138184 0.6610957275 
0.2808216797 0.4840364990 0.0080406982 
0.2331278809 0.9896306396 0.8133166504 
0.4872223389 0.2700336670 0.4893234619 
0.5419703613 0.1918990723 0.6810526367 
0.4648745850 0.3184337402 0.3796177002 
0.4037418701 0.7503090820 0.7688004395 
0.7712384277 0.2732243408 0.7843185547 
0.4487652344 0.3437190186 0.5071464111 
0.5460930908 0.4415850830 0.4713781250 
0.2852953857 0.0822698486 0.2614762939 
0.6868003418 0.5266937256 0.8436873779 
0.1993969238 0.9917135010 0.4101417236 
0.1532782471 0.8975257813 0.4685336670 
0.6419453857 0.3490053955 0.4834244385 
0.0666546875 0.7780542480 0.6444673096 
