x y z
0.5388764771 0.0438243774 0.5195425659 
0.3867625854 0.8003568970 0.8484272583 
0.4240919189 0.2125939941 0.1949669678 
0.1286895996 0.1944959229 0.5174227539 
0.8819209351 0.3872201416 0.1327708984 
0.0527318115 0.2590800293 0.8101442627 
0.7760805542 0.8080143433 0.9598403320 
0.0796084717 0.5565760986 0.3049387329 
0.9165843140 0.0862409790 0.1271473022 
0.0713765625 0.1906739990 0.3404304443 
0.1940222290 0.0090626953 0.1121850952 
0.6279439087 0.8591424194 0.3521580811 
0.7594174561 0.6477068115 0.1424556885 
0.2409429321 0.1848978394 0.5721698730 
0.9016225708 0.5192520996 0.0209167847 
0.6843735107 0.7490805420 0.3647823608 
0.1307904419 0.9649850830 0.7803294556 
0.6219485596 0.8496286255 0.4013320923 
0.5800798096 0.8519852905 0.4728822021 
0.4274335327 0.8912134033 0.6868704956 
0.2114011475 0.5119932495 0.1833267334 
0.1569991455 0.5593571167 0.9276913330 
0.8865645630 0.3868381348 0.2418434937 
0.4798777832 0.8636997925 0.8289432861 
0.9808399902 0.3591348267 0.2635907715 
0.4599542114 0.4337498413 0.4679616333 
0.7600273071 0.4327174561 0.0968668701 
0.5215686401 0.8427167847 0.9654033447 
0.5747057739 0.1859547485 0.3985518311 
0.9729819214 0.1856906738 0.3472419556 
0.6861046021 0.6237832764 0.9589157471 
0.0650400635 0.9496140747 0.2975614990 
0.8190340820 0.6672742310 0.0363641113 
0.7627178955 0.8913001953 0.0324691040 
0.5674466675 0.4313648437 0.9499114868 
0.9426778931 0.5754786865 0.0412689697 
0.3655844238 0.3664913940 0.2106846558 
0.3384320801 0.8687201904 0.8228833618 
0.8552352661 0.0862667480 0.0635874634 
0.5867291260 0.7081507202 0.8792284546 
0.9343987061 0.5646682007 0.9560031982 
0.5854331177 0.8221820557 0.4426351562 
0.2613544312 0.3907787720 0.2264496704 
0.4006589722 0.2849480103 0.3949634399 
0.3605046265 0.3771099487 0.8445003540 
0.0938157104 0.1604611694 0.8929365234 
0.6001720337 0.6620388672 0.7506036499 
0.3938078369 0.4648305298 0.0155822144 
0.9425633423 0.6336204224 0.1908491699 
0.4516402466 0.4364836792 0.7465988037 
0.3590604248 0.1135959473 0.1120767944 
0.4981533081 0.0678094116 0.5598904541 
0.5897286377 0.9304872559 0.1280328003 
0.0730479736 0.7530758545 0.8319854980 
0.0990752808 0.8181204712 0.3571307007 
0.5393829712 0.7085672852 0.9656619507 
0.6815543457 0.7010239990 0.6481347290 
0.5648526001 0.1801470459 0.1986496948 
0.8468208862 0.7817616577 0.8199303467 
0.1221035767 0.2370750610 0.1471962769 
0.6295158203 0.3116785889 0.5225172607 
0.5568111816 0.5530308594 0.9814167969 
0.5037740601 0.5549862061 0.4050747192 
0.0387648438 0.9217173950 0.9265272949 
0.0144087891 0.6143781982 0.0702087524 
0.4248630371 0.6221230957 0.0423693604 
0.5216191406 0.7058931519 0.7698710083 
0.3129342896 0.3353321777 0.1903937134 
0.5210184692 0.6214723999 0.0512591553 
0.6119372925 0.8622829224 0.1074233643 
0.3477905884 0.4230786499 0.0335116699 
0.8587069824 0.8989996704 0.8352200928 
0.7077428345 0.5314449951 0.0310745117 
0.4499246704 0.2625501343 0.5492661987 
0.0980480103 0.6238171631 0.7349559082 
0.1720433105 0.5090906250 0.5572416992 
0.0301555054 0.7367144409 0.1825663452 
0.3368603394 0.3912000732 0.0858267578 
0.1969467773 0.0718214844 0.1091211792 
0.2450757935 0.7235425171 0.9329523193 
0.9112730347 0.9072547974 0.8127765137 
0.6077055542 0.5470342041 0.1980176025 
0.3116475708 0.1416490967 0.9854728882 
0.2665195313 0.3222366577 0.9612689941 
0.9100062378 0.8479164551 0.2223523926 
0.2031880981 0.6970273071 0.8276666748 
0.3325645630 0.3196095825 0.4785270386 
0.4719939819 0.7399382324 0.7784796387 
0.5350245483 0.9280829956 0.9847388306 
0.5544457397 0.5212064819 0.1886055786 
0.6125345703 0.5567202148 0.0381059326 
0.3676444214 0.1498797729 0.1147334717 
0.6359213623 0.8358389648 0.8241213379 
0.5036608276 0.8843266357 0.6437087280 
0.6737283691 0.8239172119 0.3035071777 
0.3839586670 0.6662801636 0.6228837524 
0.6533361450 0.8246809570 0.8502458374 
0.6237427124 0.8122480713 0.4462253540 
0.6020720215 0.5855306763 0.2596795654 
0.3675200928 0.4715877319 0.2225041016 
0.2147076294 0.0458728394 0.6780559082 
0.2600355713 0.2989525757 0.2526205444 
0.7090816162 0.7783770020 0.6184172241 
0.1002697998 0.7496700195 0.0415140503 
0.8928022949 0.5798454224 0.0929572388 
0.5041505371 0.6892891602 0.3511104126 
0.4806186646 0.3959014160 0.1757226074 
0.0172889648 0.4271381104 0.0688822021 
0.1149986572 0.0112676147 0.4037257935 
0.8547557129 0.6625188721 0.9472539185 
0.9877005981 0.8565828247 0.0850157227 
0.3516403442 0.8026255981 0.8498423462 
0.2239065063 0.1819496216 0.2515917236 
0.6706358398 0.3925281738 0.9537922607 
0.5322072632 0.6217458130 0.2237118164 
0.2210064209 0.1984561890 0.8339262207 
0.9998346069 0.3522447388 0.1948414429 
0.6864170288 0.8496663452 0.1038222412 
0.2249266113 0.0193559692 0.9864975464 
0.4756825073 0.2381825562 0.2089779663 
0.8148037964 0.5655425659 0.9978583252 
0.9478075317 0.2166711060 0.1235614624 
0.1121334473 0.9654233643 0.7505752441 
0.2282153687 0.3062376343 0.5517184082 
0.3645542236 0.3321012817 0.7969102905 
0.0853308350 0.1516650635 0.2158210938 
0.3901629639 0.4123186768 0.2785402832 
0.1766956177 0.7895340942 0.0643242065 
0.3578258301 0.4494266602 0.5625635376 
0.3573381104 0.1936109985 0.7618506836 
0.9324981201 0.0571076538 0.1720592163 
0.5500482300 0.0069269287 0.3366845825 
0.0992163208 0.2338250366 0.5971385010 
0.1724722900 0.9380127441 0.7345660400 
0.3389523682 0.3249714600 0.7625689087 
0.8286634766 0.8036372437 0.0362990601 
0.5802503784 0.9611237061 0.2259783691 
0.6497826782 0.7218147095 0.4167171143 
0.5447732422 0.5806182739 0.3752716797 
0.4603092407 0.2113258667 0.0984825073 
0.0586874146 0.2952450439 0.0830183838 
0.1609322144 0.2643646606 0.5563942627 
0.5673128052 0.4616161743 0.2148851318 
0.6120733398 0.4633824585 0.1246554810 
0.1557481201 0.2772171631 0.8627524658 
0.7690550903 0.4538910889 0.0806504150 
0.5904085571 0.8371526978 0.2990375732 
0.5390295654 0.1204174927 0.2718751343 
0.0979708008 0.2379551758 0.0281905640 
0.9738940186 0.5980821167 0.1492590454 
0.0466338135 0.4691381714 0.1936347656 
0.9742922485 0.1793912964 0.0986496460 
0.4245135010 0.9477967163 0.0994195557 
0.3808477905 0.9317072388 0.8017536133 
0.2715506348 0.3250867554 0.7528275757 
0.0128000122 0.6764989624 0.0141384277 
0.5399218140 0.0005910767 0.9389200073 
0.5988814331 0.1968034424 0.2455711792 
0.6997451660 0.8746725830 0.1173705322 
0.5091416016 0.1295017334 0.1786244385 
0.4310331299 0.3640756470 0.8946817749 
0.8738803711 0.6827040771 0.8637525513 
0.4673034912 0.5628127441 0.1793204346 
0.1685348877 0.4924446655 0.8996081543 
0.5517185547 0.8180968262 0.7647646362 
0.2792852295 0.0173605103 0.1514601563 
0.4034649902 0.3935037842 0.7911106812 
0.1941149292 0.2471061279 0.2076081299 
0.6357698486 0.3737905151 0.9949667114 
0.7232898193 0.3475581421 0.5531947510 
0.9846652588 0.6160622925 0.9174012939 
0.1979188721 0.9069042358 0.8681556885 
0.7371214111 0.1329774536 0.1733757202 
0.2409023315 0.5066597046 0.8103713135 
0.5093113647 0.0097369995 0.6371595337 
0.5297629883 0.3619661377 0.9960330078 
0.4195790894 0.3715643311 0.9994987915 
0.8393144165 0.8557131226 0.9861233398 
0.8444484619 0.6507441162 0.0862604370 
0.5283766968 0.9009025635 0.7490651733 
0.4247501343 0.2655548706 0.1111774048 
0.7691831665 0.7303122070 0.0755300049 
0.6233873535 0.9918233643 0.9098409668 
0.6884230103 0.0684161865 0.1287091919 
0.0997528564 0.5862731323 0.8117153931 
0.5490006226 0.7530016724 0.7783895264 
0.5154061768 0.1397093872 0.2627344849 
0.4979487061 0.2107476074 0.2148769897 
0.9013314819 0.9623843262 0.8886828857 
0.2595191040 0.6921471436 0.7939554199 
0.0973584473 0.3790656372 0.9598859863 
0.4891485596 0.5290032959 0.5858246216 
0.5147999390 0.9653630981 0.6990173706 
0.2046558350 0.9343690918 0.6481475098 
0.5870095825 0.3912567017 0.1538098511 
0.0717960083 0.3071743774 0.0473556519 
0.1381119385 0.1037524048 0.7916491089 
0.3063937256 0.9141844238 0.7501111816 
0.8486087769 0.8582978882 0.2828119873 
0.3199684814 0.3012900391 0.1943288208 
0.5137377075 0.0262585693 0.5012566895 
0.6636134521 0.3874967773 0.0151604004 
0.3554858032 0.4401452026 0.7074906128 
0.0925623169 0.1382798950 0.4026287964 
0.3214915649 0.2366203735 0.8773389771 
0.1144141968 0.2826553101 0.2562603394 
0.6151430176 0.5596675537 0.6135760376 
0.1129516968 0.9912257568 0.7896901978 
0.2605102173 0.3963350342 0.5338904053 
0.4180512939 0.5489817261 0.0538762817 
0.1731066528 0.0013134033 0.8858110840 
0.2681750122 0.0100911743 0.8943164795 
0.7413310425 0.7966777344 0.0141766968 
0.5111103027 0.7709300049 0.6514928467 
0.3900766846 0.6624123047 0.6681972412 
0.6998288208 0.6456365356 0.2322927490 
0.6629644775 0.9316421509 0.6661631592 
0.4344380859 0.5005631714 0.8682490234 
0.2022678711 0.1990892456 0.1129203857 
0.0240563477 0.9794568115 0.8240876343 
0.1140170776 0.0707748413 0.1822551025 
0.1363460449 0.1814273315 0.0235910156 
0.7544927368 0.9907709351 0.8892526001 
0.3691268555 0.1993401733 0.1149756592 
0.1954736816 0.0536462402 0.9157290039 
0.9322408691 0.4405852539 0.0680398437 
0.8530023682 0.0378949219 0.8777003784 
0.2566771362 0.5287555054 0.2270342407 
0.4133536621 0.7090525269 0.7153987549 
0.1628142578 0.2871193237 0.6408164063 
0.4615808350 0.8094120605 0.8016122803 
0.1632804077 0.9317487793 0.9906346680 
0.4941343506 0.5681379517 0.8970281128 
0.1005822632 0.9956665894 0.8570224243 
0.9730047852 0.3488947021 0.2313383423 
0.3870398437 0.5577463623 0.9949500488 
0.5981542236 0.5849265747 0.9451562012 
0.4435197388 0.7313550903 0.9921596680 
0.8128687134 0.6516462402 0.7939615479 
0.0238444946 0.4012847168 0.0444747070 
0.0629480713 0.3336669067 0.2445136475 
0.7212531128 0.6958970825 0.2068704468 
0.7472922485 0.4141250977 0.0332487183 
0.2293465332 0.4589655396 0.4696401611 
0.3027468140 0.2774125610 0.0974662354 
0.9893405762 0.2176350464 0.7761437500 
0.4566094849 0.1932844482 0.5421908447 
0.1695689575 0.3057947632 0.9096836060 
0.9281534302 0.4405699951 0.1248493896 
0.4482042114 0.3343877441 0.8310853149 
0.4357068604 0.8323770752 0.9430132812 
0.1528311768 0.1274306030 0.2339294067 
0.1125196411 0.2191939575 0.4238419189 
0.9536752686 0.8535745850 0.7624871460 
0.5953744141 0.6422891602 0.7769307983 
0.2614296753 0.1000624023 0.9002008545 
0.8234516724 0.8221786377 0.9196643066 
0.7959669678 0.2537756592 0.1195925781 
0.5992178345 0.7593934204 0.4562777100 
0.0081932617 0.1657269165 0.2318972168 
0.4736713135 0.5382179810 0.5192360718 
0.2473157227 0.1110225342 0.9301719360 
0.5718550903 0.5854599976 0.3568302124 
0.4325912720 0.3450229370 0.5195011230 
0.0043765503 0.0364707031 0.8414218750 
0.4784755493 0.3713521484 0.3111931152 
0.4162609009 0.4124040771 0.7027146851 
0.5150944458 0.5198309204 0.9353525146 
0.5282170288 0.6820905884 0.8919614990 
0.3407331665 0.1516325806 0.2254967773 
0.9437342163 0.7575107788 0.1855950195 
0.4537798950 0.7802877563 0.6570828735 
0.2548652954 0.3954942139 0.8730093750 
0.9903455444 0.8305296753 0.0595913452 
0.0878035767 0.0556559082 0.1997388184 
0.7791066895 0.7062377563 0.9101014771 
0.8341257202 0.6470320435 0.9737970337 
0.5759194092 0.6460579468 0.4199092529 
0.8299291626 0.7473264038 0.9608990479 
0.9785160522 0.0456885986 0.9021332397 
0.8977744873 0.8669795044 0.1020837280 
0.4656996948 0.5701733887 0.5721236694 
0.9357265503 0.7685362183 0.2759982544 
0.7886522217 0.8798159912 0.1508435547 
0.4874702026 0.9251703857 0.9976791504 
0.4135963257 0.7957049561 0.8256797363 
0.4396654419 0.1431711914 0.4547405884 
0.1953411499 0.3615968140 0.6969229614 
0.1097616089 0.7450464355 0.1239394897 
0.8985964844 0.5628601196 0.1650680542 
0.1092893311 0.4234792603 0.9926085571 
0.2392874023 0.2913257080 0.3878636108 
0.4826279419 0.4932986206 0.4238635132 
0.0396760132 0.7335671631 0.6007608765 
0.8133912598 0.3112600098 0.1290827759 
0.5939491699 0.1762023193 0.3102133179 
0.1641171997 0.3074743408 0.3164154053 
0.2835319336 0.4610220459 0.4481260742 
0.9113553833 0.7742626343 0.9537164917 
0.2710369141 0.6722071899 0.5397598999 
0.3169510010 0.0114917114 0.1008459106 
0.0950379883 0.0880179687 0.5207925781 
0.1245486328 0.7258202271 0.9538776367 
0.4949560913 0.4329606445 0.3409479004 
0.4474737305 0.0017462646 0.8637523804 
0.4205359619 0.2589408813 0.2449320068 
0.0890925537 0.5145334961 0.1821906860 
0.4134553589 0.6425657471 0.5730607788 
0.2631307373 0.6348997314 0.9411945923 
0.2184011841 0.5165526855 0.3963178223 
0.5103411621 0.5282235229 0.3128257812 
0.8161954956 0.4498303711 0.0842298340 
0.9302003662 0.9109176514 0.8850897339 
0.4319027222 0.3755906006 0.7175275269 
0.6196013794 0.9520181396 0.8584439209 
0.1823851074 0.8234931885 0.0627114624 
0.9622506958 0.1232978516 0.1000880615 
0.3875053589 0.7918583984 0.7949587280 
0.1703679077 0.6888657959 0.7005234131 
0.7178170532 0.6900688354 0.3058252319 
0.4740187012 0.1900770630 0.0556161255 
0.2081742798 0.6152275879 0.9374716797 
0.2542475830 0.6613590210 0.7855376343 
0.5389638794 0.4706675293 0.0811579468 
0.9985466309 0.3817973145 0.9794424194 
0.0166787109 0.6933625854 0.7545894165 
0.0821357544 0.6697652344 0.8527193481 
0.3340267456 0.3859074341 0.4225541382 
0.8635059204 0.5106650024 0.9450594360 
0.1710772095 0.7294181519 0.0725562866 
0.2928721191 0.5116003784 0.8460632202 
0.8021491943 0.8465225586 0.7192500000 
0.1897819580 0.5854721802 0.7495261230 
0.3386530029 0.3698876221 0.6778685181 
0.5891651001 0.6210205200 0.8283930176 
0.6433864136 0.6958729736 0.6926621704 
0.1149128296 0.8460439575 0.1033265869 
0.4151006104 0.2427416382 0.8598176880 
0.2437488037 0.5980767334 0.9896296143 
0.6519569824 0.1043856445 0.0966151978 
0.5637878662 0.7506279053 0.5035292236 
0.3772515381 0.9203670654 0.0406938843 
0.7018052246 0.5646653442 0.8946595337 
0.6119096558 0.9321181519 0.5853770752 
0.2093803833 0.2955083130 0.1094715698 
0.5454218018 0.9857559814 0.7963648682 
0.5218013794 0.4959174927 0.1346944214 
0.2455176636 0.5797227539 0.9641164917 
0.5586508179 0.4163996460 0.2612967529 
0.1652157715 0.6930257202 0.8164498413 
0.9543327393 0.4720336792 0.9642793091 
0.3281198364 0.2311485596 0.6986154785 
0.2988036377 0.9354961304 0.7184822144 
0.2788088013 0.3176698608 0.6170319458 
0.5911869141 0.6746344604 0.5262475830 
0.6132167480 0.9649453735 0.4101051758 
0.4355091797 0.8866863770 0.7393548828 
0.3142573730 0.3629204224 0.7374434448 
0.5460613770 0.6405024536 0.1084324585 
0.3095520874 0.3073993774 0.6245198975 
0.9122023926 0.4398211182 0.2731848755 
0.4402710449 0.5961931641 0.9481480469 
0.5226839478 0.6521556885 0.5845551758 
0.0412659668 0.0433729126 0.5700419678 
0.0121654663 0.7823083984 0.1807437866 
0.1071579102 0.6370057495 0.8021035522 
0.5173679199 0.6319579712 0.5608979492 
0.5635566406 0.7870383057 0.0918591675 
0.4737839600 0.0153747314 0.1638407959 
0.1343994019 0.4751384888 0.1560256958 
0.7333619141 0.8564235718 0.1854416016 
0.9901943970 0.4127608276 0.9927788818 
0.7677122803 0.6740755127 0.3568952148 
0.2863461304 0.0319570679 0.9542627808 
0.4089343628 0.4784409546 0.9287540405 
0.2547476562 0.4893314087 0.6904524902 
0.4981031372 0.6662769409 0.4507100708 
0.0324740723 0.3145940186 0.0074525269 
0.9811963379 0.5748642822 0.8540708618 
0.7431133667 0.7760490479 0.0578189331 
0.6178908081 0.7095071045 0.6344847778 
0.7473952271 0.0531118164 0.0619680054 
0.3163406616 0.9921682007 0.9775446777 
0.2805637695 0.1233110474 0.0937091553 
0.2389659424 0.1675814087 0.1041079102 
0.9493330933 0.4454901001 0.1529067261 
0.7941843262 0.7630501587 0.3308441528 
0.1394133179 0.1859948853 0.9798557129 
0.4759774780 0.4640517822 0.1971237305 
0.6131765869 0.7664574951 0.5510761719 
0.2428166626 0.1407894897 0.8100156860 
0.7797369873 0.6460871582 0.2534036377 
0.0155995117 0.2611936890 0.9141596924 
0.0148648071 0.9615324951 0.4803046875 
0.8850688477 0.9693315918 0.2158882935 
0.7177091309 0.6251493164 0.6707046143 
0.0399648926 0.2962762085 0.9842713379 
0.2993313232 0.2637217651 0.9544662720 
0.5112091553 0.6305145752 0.6511988281 
0.4358820679 0.5517339355 0.1100722900 
0.7294604614 0.6667808716 0.3712781372 
0.3625651489 0.4419516724 0.3799090210 
0.9193277100 0.6376123047 0.1359233154 
0.8652813354 0.7826850830 0.2296972778 
0.2656492554 0.4809812744 0.1374352661 
0.1412215088 0.2557282227 0.3150101685 
0.3149414307 0.4078562988 0.5237326782 
0.0261168701 0.4300489380 0.9405149414 
0.0197892822 0.8366806519 0.8775575439 
0.3408539551 0.1340643433 0.0053674194 
0.0973345093 0.1546240601 0.0888697998 
0.5266717163 0.2142369629 0.2910885254 
0.8845936523 0.9864507568 0.6657973999 
0.4886343750 0.2226175781 0.0007214233 
0.2861359741 0.4143750977 0.2210355469 
0.1656091309 0.2944303223 0.7386709839 
0.1942594849 0.0514484497 0.6005714966 
0.4143113281 0.4834768555 0.1643869507 
0.4759039673 0.2389129150 0.1010576904 
0.3239186768 0.2031301636 0.6823395386 
0.8537195679 0.7478866089 0.2349942993 
0.3125129028 0.5596216553 0.0098730225 
0.2022049561 0.0097135254 0.9624464355 
0.9492699951 0.6231709961 0.0721671021 
0.9250732788 0.1566826172 0.2390266235 
0.5327830688 0.3142731567 0.4100088013 
0.5545411255 0.8754036987 0.6406891113 
0.7018067261 0.9000780884 0.2190563477 
0.3556745972 0.5199436890 0.0611964478 
0.8620074585 0.9525726807 0.1917014160 
0.2474452637 0.2531828247 0.9119789307 
0.4006785767 0.7709212891 0.8531452515 
0.2124333008 0.3730899414 0.9855588379 
0.6908280762 0.8461293091 0.3360508301 
0.0585189453 0.2057709229 0.1577847900 
0.8443167236 0.8360870239 0.7976714233 
0.7172280273 0.0582739014 0.9977569092 
0.2110243652 0.7719853149 0.6725603516 
0.6487580811 0.6656920044 0.3507546265 
0.8133393555 0.4439873169 0.9989744995 
0.2045428589 0.0837626587 0.2753969971 
0.4536622681 0.3676894165 0.2859433594 
0.7285769409 0.7219412720 0.0714597168 
0.5062933960 0.6001771729 0.8578576538 
0.1542711548 0.2537879272 0.7239456299 
0.2865490723 0.7060364258 0.9529174683 
0.8943706543 0.7418024902 0.0279469482 
0.5051175781 0.2499844727 0.5648661987 
0.5739591675 0.2539235962 0.6482251221 
0.4263198608 0.5407288086 0.4832745605 
0.0839447510 0.1145928589 0.1622832275 
0.1891810303 0.3657431641 0.7935305908 
0.5351075806 0.1102052856 0.1232855103 
0.5760695557 0.1218390503 0.2361145142 
0.8912198730 0.5430668945 0.9026249512 
0.8701353149 0.4874872803 0.2523470825 
0.3808437866 0.3249625854 0.3475777588 
0.1462642334 0.7901466309 0.9034546631 
0.5309707153 0.3163633057 0.0223060669 
0.8460323364 0.7563037842 0.9296008301 
0.9604630127 0.4475613281 0.1156763184 
0.2584469849 0.3013166748 0.1511991943 
0.2996380127 0.4017034790 0.4207765259 
0.1761274536 0.2184920898 0.8624256836 
0.0540875000 0.2500310059 0.1859580811 
0.7455746826 0.3551629028 0.1210403809 
0.8261838867 0.7909573120 0.8478258667 
0.1712197998 0.1996410889 0.5519979370 
0.3795859619 0.5467485474 0.0645100098 
0.0595944214 0.1026818237 0.4370872925 
0.1146468872 0.9307762817 0.9313500366 
0.1361889282 0.1057625366 0.9825149536 
0.5801542236 0.5810444092 0.1141997070 
0.9897494751 0.6610502197 0.9535772217 
0.9824963257 0.8869869019 0.8581802246 
