x y z
0.7466998413 0.5950016724 0.8668275024 
0.2725037354 0.5816539063 0.7756559814 
0.2458538086 0.5379052002 0.8873764648 
0.0893694214 0.7303788452 0.0168301270 
0.9623702637 0.5192346924 0.0198646851 
0.2109703003 0.9316444824 0.6992458740 
0.9195473999 0.4819101440 0.9208676758 
0.4882505005 0.9774765137 0.1760898926 
0.9520425415 0.3456405396 0.8756594482 
0.1461016724 0.3198372803 0.0457117065 
0.3416238770 0.6931687500 0.7788943726 
0.6574447388 0.1646351318 0.5548925781 
0.0336228638 0.9443594116 0.8999208618 
0.7768904541 0.0914972168 0.4237536621 
0.0046024414 0.1984598511 0.7505551025 
0.6920852051 0.8101027588 0.2043168579 
0.9903505981 0.7970378906 0.7963576050 
0.1320737427 0.0578763062 0.2278678955 
0.8128359253 0.0674773193 0.5193864624 
0.7925240723 0.4347822510 0.5947465820 
0.6597114502 0.7923558472 0.9687880249 
0.6626959717 0.2825136475 0.3274049072 
0.1848140625 0.0433248901 0.1236069092 
0.9180248779 0.0994871460 0.9019834106 
0.8939105591 0.4410785645 0.1386643555 
0.9188366211 0.7001385620 0.1228796753 
0.7614147095 0.8006992432 0.2890449585 
0.5659495117 0.6114673584 0.6887126221 
0.3764615845 0.2434931152 0.0480150635 
0.0143554565 0.9113465088 0.5272039063 
0.7746386841 0.6175115845 0.8464789673 
0.2063244751 0.3306336548 0.2117385742 
0.5701828247 0.5928492188 0.8618433228 
0.2870697266 0.2052917358 0.4564017334 
0.1118382812 0.0802231934 0.2146405151 
0.9703145020 0.1180907959 0.2210139771 
0.6569587524 0.7607282959 0.8742955811 
0.1325135620 0.9059390747 0.1661479736 
0.0327864014 0.3099769409 0.1736442871 
0.3872810059 0.5047437378 0.4413814575 
0.7074586548 0.2645610474 0.0621453247 
0.1635181519 0.9360201660 0.4026899414 
0.8123499023 0.4692697388 0.0520960693 
0.0989881958 0.0218454102 0.2483444580 
0.2446355347 0.4055051880 0.4108311890 
0.6747260254 0.3261778076 0.3686425049 
0.0454507080 0.2103367188 0.9257229492 
0.4249489258 0.0037968018 0.2846444336 
0.4756223022 0.2407645752 0.5508688354 
0.8222469482 0.9263057007 0.8549143066 
0.2957743408 0.5021747681 0.8986074951 
0.7210994629 0.0279236572 0.9393893188 
0.7987852783 0.7631347168 0.2259995361 
0.2441644287 0.6229314453 0.8934710449 
0.3056393555 0.9779857422 0.8423267944 
0.6928861084 0.8313505127 0.9625262939 
0.0709295654 0.7617055786 0.9402182251 
0.3247188477 0.2175256836 0.6446624268 
0.7191462402 0.7214185791 0.9318920166 
0.0876911133 0.1024909546 0.7363967896 
0.1422558716 0.6553063843 0.2158718140 
0.5323279297 0.1448894897 0.4299321045 
0.6556657593 0.7660836548 0.3586314087 
0.5847442383 0.0628587891 0.5700347900 
0.1099214233 0.1220261353 0.0930699829 
0.5126983765 0.1243692627 0.3745815430 
0.1571025146 0.7090622070 0.5531943604 
0.5205825928 0.0210408447 0.4266322876 
0.5003624878 0.6512547119 0.5351130127 
0.9483030396 0.6601348999 0.7583855225 
0.5445213501 0.7013396240 0.4021392334 
0.6472800049 0.6363182007 0.4565119751 
0.4380231323 0.4472897949 0.3427855713 
0.5378651855 0.8131078369 0.0807954834 
0.4398793823 0.5029081665 0.6720258301 
0.3816395996 0.2414571411 0.0806007080 
0.6119469482 0.8954516235 0.7952172485 
0.7802189453 0.6842190430 0.3042562622 
0.7895887573 0.8626730835 0.7816550415 
0.4614356445 0.4713465332 0.5367571167 
0.1238808105 0.6969263184 0.0540782593 
0.8086102539 0.3896992798 0.0791612549 
0.2876498291 0.4865676880 0.5753341064 
0.5904349854 0.6032875610 0.0351642090 
0.8932220825 0.3473338501 0.1491174683 
0.7437553467 0.3885634033 0.1149615234 
0.9760709595 0.2409063232 0.0246127686 
0.3246869507 0.3369925537 0.9529024902 
0.5552223389 0.1598068848 0.1474426758 
0.8829995605 0.6979356934 0.8059178467 
0.6989782593 0.7195949951 0.0485542358 
0.3004737183 0.0563989136 0.9744589478 
0.8663868408 0.9844180908 0.7604832153 
0.4072694214 0.3751577881 0.3788465088 
0.7975419312 0.8680265259 0.1997948242 
0.2060417358 0.9733798462 0.0934508911 
0.4732251831 0.4173251465 0.1512034546 
0.5033592041 0.5954654785 0.3279651367 
0.6166978394 0.6170252930 0.6024915527 
0.5103395996 0.1729927856 0.3473722168 
0.5587401611 0.0626380127 0.5889251709 
0.5413542114 0.0115587891 0.4944939575 
0.2491446167 0.3615927734 0.2713458496 
0.8004030029 0.9066987671 0.2727890747 
0.0523937988 0.2060421265 0.4473030518 
0.2541150024 0.4722645508 0.3040155640 
0.0159653320 0.2879780762 0.1969767090 
0.3596022705 0.4560373169 0.1488186768 
0.0539579468 0.4796800781 0.9452247559 
0.5094119873 0.3534144531 0.5401107422 
0.0584607666 0.8935252197 0.9253995483 
0.2208012573 0.1568704712 0.0442835938 
0.8973802490 0.6292097900 0.0441354370 
0.0199915771 0.0919588989 0.2846003540 
0.6804395508 0.7450816284 0.0639047119 
0.1101873535 0.6158169678 0.6817996094 
0.9329782227 0.6121413208 0.0032058350 
0.4299921509 0.1858709961 0.2815281982 
0.2655727295 0.4868796387 0.9016164185 
0.6964663086 0.0493286255 0.1941086304 
0.4424546997 0.8281608887 0.0401845215 
0.4128601196 0.3167668701 0.3750430420 
0.1826984497 0.9436859497 0.9102745728 
0.4692806763 0.6960682617 0.8108613647 
0.8474359985 0.6709891235 0.8820361938 
0.2110121460 0.6478746704 0.9998722290 
0.1738436401 0.6512731201 0.9965119629 
0.5172547729 0.0604885742 0.4957386719 
0.6165363525 0.5301772583 0.9618834106 
0.4850494507 0.1475629761 0.2106051147 
0.9166121948 0.1896906982 0.2450942749 
0.0478963257 0.8649605103 0.3706909302 
0.1794800049 0.0961879028 0.9476202148 
0.6829756348 0.3323955322 0.4054268066 
0.7761117310 0.6953102661 0.0247753418 
0.8917371338 0.2712613281 0.1421769897 
0.6255944092 0.3980421387 0.6039041870 
0.1223502686 0.5472489136 0.2607104858 
0.0790440552 0.3845668579 0.1751904541 
0.0913725098 0.4834847778 0.1899919312 
0.3153968018 0.0349904785 0.9237814941 
0.5816399414 0.6954746582 0.9143537476 
0.6686254272 0.7976397095 0.1070474365 
0.5020010864 0.7954260742 0.6815542480 
0.2764521240 0.4043294189 0.3643076538 
0.3641234375 0.8352584717 0.7648881104 
0.4828954102 0.3551595337 0.7947549438 
0.6346698242 0.9966907471 0.3414774170 
0.0031323120 0.8941995483 0.1485824951 
0.9606384644 0.0366083252 0.9407445190 
0.0466422485 0.5959209595 0.9293484253 
0.3109051514 0.3284370972 0.5385303955 
0.0250074951 0.2506797974 0.1576598145 
0.0802562622 0.1570828613 0.3188829346 
0.7636640015 0.7881487793 0.1382400513 
0.9825046143 0.3818593262 0.0796549683 
0.6881381958 0.9482165771 0.3291170166 
0.8546843994 0.6325355957 0.2716742798 
0.6761613403 0.5321238037 0.0842469971 
0.5529916504 0.3454635376 0.8940863892 
0.6521192383 0.0848372925 0.2707517578 
0.0017946411 0.6486705933 0.0786358398 
0.3042554077 0.2752485352 0.7676904785 
0.5303816162 0.7810917847 0.1968045288 
0.4963625244 0.4465352051 0.7229692993 
0.1299058716 0.1679153198 0.8468052856 
0.1813271118 0.2757414551 0.8861688599 
0.1193673218 0.2525551392 0.9651689087 
0.8454275024 0.2586215942 0.1431901367 
0.7791680420 0.2670405396 0.2534027588 
0.4695424316 0.7558581909 0.7466835083 
0.5563770264 0.5347018433 0.0117395142 
0.6312496338 0.3450920288 0.4484354736 
0.6731739136 0.0687520508 0.2518944458 
0.8444664063 0.5954897339 0.7379663940 
0.1522995728 0.6430278320 0.5692537109 
0.9870102051 0.6773103638 0.7663943848 
0.6914381714 0.5266667236 0.4090073730 
0.2441034058 0.0158687256 0.8075485718 
0.6833063721 0.0597480713 0.0590976196 
0.0135912720 0.3799143921 0.0147944824 
0.8927020020 0.5794912842 0.7669913208 
0.8077300293 0.9599612671 0.6943798828 
0.1436511597 0.6327821411 0.9472664795 
0.5853634644 0.3626347656 0.0505150513 
0.2216344360 0.3141929077 0.7266714478 
0.5488646973 0.4791193604 0.5646168091 
0.3488922607 0.5205862915 0.8231981689 
0.6184678589 0.4303870117 0.5778157593 
0.1722941895 0.7186772705 0.4742546021 
0.1599724976 0.1164282349 0.8480130127 
0.3797282593 0.4175609375 0.7980485596 
0.2361592041 0.8227129639 0.8945367432 
0.8642022827 0.2651320801 0.7936593872 
0.8156686523 0.6255505127 0.8845262451 
0.4881968140 0.5093698853 0.0948299927 
0.4332203003 0.7360712402 0.4189450562 
0.5031506958 0.4000437500 0.3542471191 
0.6760990112 0.7451553589 0.2161328247 
0.0466720703 0.9698563599 0.4849758545 
0.1917976196 0.4684809570 0.8887954834 
0.2797276367 0.4565476318 0.8790643188 
0.5670451904 0.0951027832 0.1273153198 
0.9007460327 0.3131587158 0.2359048828 
0.5848434570 0.8141946411 0.1472201782 
0.6999616577 0.0631225342 0.7405783081 
0.1712902710 0.2139383545 0.3508042114 
0.0791302124 0.0046603027 0.9597308472 
0.1592773804 0.8701487671 0.6252593018 
0.6754811035 0.4605808350 0.0075285278 
0.6378181763 0.7626101196 0.5781497314 
0.4605464722 0.5889225098 0.4524688843 
0.1413013550 0.9393724731 0.7612226685 
0.0937670898 0.3516326050 0.9394719604 
0.4825795654 0.7432280029 0.8605372192 
0.2842507690 0.9862423950 0.1314391724 
0.5140384521 0.5086716553 0.9855210815 
0.1596806763 0.7421614868 0.0083900146 
0.4622602417 0.3737667236 0.9830608887 
0.4601036011 0.3323488647 0.8021787231 
0.0846606201 0.1484616821 0.0319636963 
0.6325035767 0.6859781372 0.0904324219 
0.5289599243 0.4124707397 0.2941378418 
0.4936027710 0.9073874512 0.7850828491 
0.7423105713 0.7730837769 0.4005011475 
0.7319173828 0.2807135376 0.2136188354 
0.2604224731 0.3063651245 0.1861730835 
0.0819882446 0.0769706909 0.2719958374 
0.7929796753 0.8198722412 0.0674016235 
0.1320532471 0.6400472534 0.8868978271 
0.2623971680 0.1268698730 0.7533757935 
0.2793842651 0.7164127563 0.9242722412 
0.5417114990 0.3841672241 0.9010942383 
0.7992190063 0.2768494507 0.1494462280 
0.4927550171 0.3077085327 0.1555760986 
0.3444481323 0.8013584473 0.8863596191 
0.0974430786 0.2417474731 0.1719419434 
0.4104603271 0.2531670776 0.3931007446 
0.2305978882 0.4161060303 0.1509755737 
0.2741030029 0.6221475342 0.8574088135 
0.9717313721 0.1975631958 0.1238797363 
0.4156447754 0.4030270020 0.3582768799 
0.3346177246 0.1994949463 0.7166344971 
0.9674116089 0.9298957520 0.9768266724 
0.9084532837 0.1266226929 0.7583504272 
0.4555470947 0.4606903198 0.7146866455 
0.0429774414 0.1660624146 0.9914045654 
0.6483241943 0.5097894287 0.1360651489 
0.3754135742 0.3346228882 0.2479261597 
0.4188622437 0.5565491089 0.6478707153 
0.9219191284 0.8863034058 0.0113443848 
0.3764448975 0.9198905273 0.8425161621 
0.9529602051 0.6516008545 0.1233255859 
0.4201264771 0.1299356445 0.5278246338 
0.3445760986 0.1881863403 0.2279059692 
0.9536539673 0.6225040405 0.9178166138 
0.5746286133 0.4689334595 0.4199734375 
0.4703339600 0.2189205566 0.0356610107 
0.8031366577 0.7084748901 0.5894531982 
0.2899159790 0.0429754150 0.8999595093 
0.2901164673 0.3892512329 0.7702586060 
0.2673014893 0.4871627197 0.3861553467 
0.1622993652 0.6320295288 0.5047429932 
0.0723744751 0.7237416504 0.9359347290 
0.4176464966 0.0285197510 0.8866103882 
0.7833905518 0.9075721191 0.7125001343 
0.2565816406 0.3438281860 0.4445659302 
0.3372351074 0.3109300293 0.6477868286 
0.4998208862 0.0084330444 0.3250170288 
0.0222826538 0.7708709351 0.0478420654 
0.2421618042 0.1600429687 0.0715195312 
0.0660472900 0.2238925293 0.3421650269 
0.7697292969 0.5254143799 0.2857382935 
0.2321862915 0.4326875244 0.2339598389 
0.2420091309 0.0344701416 0.0337650757 
0.9672928589 0.9494864014 0.9263809570 
0.6059894653 0.0101064453 0.3626684204 
0.7243135254 0.4481073730 0.3464963501 
0.1182496582 0.0769051392 0.9717466309 
0.3000671997 0.1384836304 0.6324173706 
0.1233146606 0.3763475342 0.3564790405 
0.8932767700 0.6795450928 0.6866852783 
0.9720481567 0.5204882690 0.9871686523 
0.0232825806 0.6521392944 0.6656408325 
0.7183405640 0.9936670532 0.8894836060 
0.6527083130 0.8966660400 0.6241522095 
0.8941119507 0.2455175903 0.4532973877 
0.9081152588 0.6116642212 0.9782502563 
0.4537902710 0.1520340820 0.2339979736 
0.8988704102 0.2496905396 0.2427098511 
0.5411874268 0.6366745605 0.6836999878 
0.9050974487 0.9365997803 0.7961349609 
0.1137867432 0.8747090698 0.8662975586 
0.4024209351 0.1627871460 0.9866560059 
0.4558329834 0.5088109253 0.0080421509 
0.2093814819 0.1331105347 0.4615201050 
0.4332011963 0.5583718140 0.5590363892 
0.3263299683 0.0353658325 0.8005487427 
0.5433670044 0.1060062256 0.0552549316 
0.2622098999 0.9919005615 0.8663767944 
0.0615243164 0.7816732056 0.1465735596 
0.0358353760 0.9985599243 0.9203780273 
0.4892319214 0.5153818115 0.3600054687 
0.0705720581 0.0451667603 0.8578145264 
0.4694747314 0.4641743896 0.4551615234 
0.5660463257 0.4146370850 0.0882966064 
0.9680269531 0.5887176758 0.2148842407 
0.3804752075 0.5166442383 0.7605758545 
0.3827321289 0.3981358154 0.1086736938 
0.7969714478 0.9986470703 0.2101329102 
0.9827532227 0.2937457642 0.1217497559 
0.6455977661 0.8634995483 0.7624078369 
0.4871705078 0.0438597290 0.1560328491 
0.7367943970 0.7505828125 0.5704889526 
0.3482855225 0.2739292114 0.7302533325 
0.2873588501 0.8847610718 0.8476797363 
0.2764494263 0.7538578247 0.8595698730 
0.5691051025 0.5233311768 0.1126472412 
0.2321937012 0.1488155396 0.2614044434 
0.5674629883 0.6341565674 0.3877370605 
0.5672821533 0.8420346436 0.9795153320 
0.2472518921 0.0212486938 0.7303829590 
0.9884536743 0.8620462402 0.8802592041 
0.0182399780 0.0037155884 0.8470149658 
0.8652688354 0.2381650757 0.1227645142 
0.3365415894 0.2465113525 0.5522255981 
0.0098080444 0.4395783325 0.9662195312 
0.0685908569 0.0282279541 0.8884414185 
0.5298942993 0.0678310303 0.0998475098 
0.5028033447 0.3129343628 0.4856003662 
0.8264900391 0.2756810547 0.0255142212 
0.3025089111 0.2140918945 0.3627371826 
0.7098307129 0.3092204956 0.0096669678 
0.5598154541 0.2542881226 0.9853962524 
0.4885017456 0.6324894409 0.2230245361 
0.7775677612 0.0395645996 0.1261833496 
0.1321694580 0.7058929077 0.8481836060 
0.4789559692 0.1710369141 0.9651789795 
0.6924416260 0.3648691528 0.5501397583 
0.0344496338 0.4023202881 0.1028127075 
0.5658774414 0.1546485840 0.3479060059 
0.5692321777 0.7688306152 0.4636965210 
0.5924400024 0.7864459961 0.9161562134 
0.4838349609 0.8752639526 0.7919178955 
0.7699258911 0.2807404907 0.2943886230 
0.1655792236 0.7470935181 0.8310055420 
0.3817560181 0.1343719238 0.9640314575 
0.1347568848 0.1203229492 0.6485741333 
0.0854194336 0.3570414795 0.1533084351 
0.6058600098 0.8394067749 0.7657557495 
0.1073618530 0.4529151489 0.7812243652 
0.5564577393 0.3716049072 0.7526088501 
0.6105013184 0.3585948486 0.2649344604 
0.6238977539 0.8148841553 0.6582465088 
0.4140325684 0.1239713379 0.6561743408 
0.7532657227 0.3272995361 0.0679392700 
0.6371446655 0.7603275391 0.2114194214 
0.4069175537 0.5110766968 0.3504080078 
0.4766884766 0.7545337891 0.3379751709 
0.8008413696 0.3789185547 0.2685121338 
0.5579331299 0.1817589844 0.3012426392 
0.6909427490 0.8305547974 0.0248817139 
0.5477958618 0.3161908325 0.9617650269 
0.4257938110 0.3788933838 0.2052883179 
0.1011000488 0.8983856079 0.4653836914 
0.1391187500 0.6842437988 0.6827803345 
0.5474342529 0.6040321289 0.5160748169 
0.8278629883 0.7456096436 0.0710230713 
0.8987903809 0.4356369385 0.1069835815 
0.6757155273 0.6147767822 0.1185103638 
0.3168635986 0.3952692505 0.4497290527 
0.4582371338 0.5283727417 0.8085760986 
0.8816700317 0.4215576294 0.8594859131 
0.4653019043 0.3200642944 0.6197155273 
0.1514423462 0.9626564697 0.5780408447 
0.4560259277 0.8488667236 0.9164121216 
0.0313380249 0.0541543945 0.3593311401 
0.4206520142 0.3958828003 0.5856197021 
0.4950217041 0.9619693481 0.9437967407 
0.6592269287 0.1910968872 0.3370905640 
0.5222005249 0.8605107788 0.5858270752 
0.3069219116 0.0741877197 0.0754088989 
0.4100696899 0.6119516235 0.6785856445 
0.0580986816 0.6135279053 0.7842551270 
0.4206164185 0.7418357178 0.7874513306 
0.1010346802 0.9768913818 0.3149890015 
0.0057538208 0.6079524658 0.1530276611 
0.4932203979 0.5868066650 0.7927861938 
0.2452122681 0.1102947144 0.1453796997 
0.2081668945 0.6019306885 0.0022328003 
0.1951399048 0.8802153076 0.7775769531 
0.3945644165 0.1847978271 0.5117007080 
0.8627330444 0.7396499390 0.7420003662 
0.6118448242 0.5280262329 0.2245319458 
0.8829505493 0.5839496338 0.9447527954 
0.0930975586 0.8727803101 0.5934985718 
0.1117822510 0.3798692749 0.3212640137 
0.5584660645 0.7999860474 0.5676174316 
0.5230277466 0.8669698608 0.3307488892 
0.1539262085 0.2040458252 0.0045337036 
0.3709961426 0.1783669067 0.2092608643 
0.6681003906 0.5597282104 0.8982795898 
0.5990888184 0.1571386475 0.3391392944 
0.1598492310 0.4806087158 0.3594761963 
0.4637137085 0.5590185669 0.1271275879 
0.7656169312 0.0147271851 0.1556903564 
0.8552293091 0.7938252197 0.0843313354 
0.0132991577 0.1998000977 0.0623168823 
0.5320656372 0.4457566162 0.8937623779 
0.5077136963 0.2714581299 0.0657494507 
0.2104240356 0.1404119873 0.0776523438 
0.5281631104 0.3092424805 0.8598921631 
0.5541459351 0.9904088013 0.2477133057 
0.7526059570 0.6892984985 0.3827676514 
0.4147239624 0.6009808472 0.2779791016 
0.9303671143 0.6599946655 0.9367008667 
0.2414104370 0.3441455566 0.5470807007 
0.4668742310 0.4944576172 0.3422076294 
0.0204893555 0.4088718872 0.1765534668 
0.1489869019 0.4201740967 0.2934088501 
0.3284013428 0.3491134277 0.4850277588 
0.2722245850 0.6272826294 0.9096535400 
0.2260791626 0.6475753418 0.8992562744 
0.2159765015 0.5980581787 0.9675461304 
0.2376194458 0.0228609497 0.0662301147 
0.4817523560 0.3846542725 0.9269749268 
0.1231254761 0.0538143188 0.1284128418 
0.0325840332 0.9113766479 0.8721806152 
0.8762033936 0.8241593628 0.7875955688 
0.6298926270 0.5283083740 0.4747488770 
0.0861904297 0.8503851563 0.3119221558 
0.2419385986 0.1328649902 0.0908103882 
0.4633057983 0.7864678711 0.0811750977 
0.4827695068 0.2700242920 0.3318198364 
0.0468987671 0.1115064819 0.2840807495 
0.0122320435 0.1010020996 0.2300804321 
0.3201940430 0.3855245972 0.5670730347 
0.2146988403 0.2308762939 0.7139935547 
0.2669003662 0.8050456421 0.8803949585 
0.8888362793 0.9301487915 0.6636230103 
0.1137906738 0.7244504517 0.3830864990 
0.7283266602 0.0403189087 0.4813787842 
0.6361138306 0.3256614502 0.0820544556 
0.2952961304 0.1119683228 0.9696573364 
0.0401712524 0.8053308594 0.0586474854 
0.4170887329 0.6583210327 0.7989898804 
0.6873623657 0.3601600342 0.9466139648 
0.4934406982 0.3161564453 0.4520834839 
0.4523637329 0.6805061157 0.8689738770 
0.4197191284 0.7721562134 0.8013332031 
0.6184809570 0.8545264038 0.1986453369 
0.7649167969 0.4642856812 0.0219105713 
0.2131241211 0.2846005127 0.8640680664 
0.7446576172 0.3454316772 0.3968979248 
0.2289146729 0.7768300903 0.9313724609 
0.4721660767 0.5110098389 0.4804036499 
0.6429112671 0.8335204834 0.4199885864 
0.9650139893 0.7318969360 0.1057065796 
0.9384516235 0.0580609619 0.3681498535 
0.3062276855 0.8570100220 0.8424751953 
0.2390095581 0.2130867554 0.7283665527 
0.2566148437 0.0703834473 0.2430594360 
0.1515520020 0.7570319458 0.5895723267 
0.5294949219 0.3242676392 0.2815528198 
0.2309103394 0.6806674561 0.8446360229 
0.6508991943 0.6487481934 0.1835085937 
0.3836637573 0.2128820068 0.2679195190 
0.0149350098 0.7467987915 0.8228386719 
0.3253015259 0.7955839722 0.7343091187 
0.9055041016 0.2178464478 0.0813221191 
0.3270164551 0.9365950073 0.1262354980 
0.4198707031 0.6023130981 0.0748693726 
0.9599849487 0.6717271240 0.0143095093 
0.9128988037 0.7320932861 0.2317841431 
0.9205546753 0.6793802612 0.7653520020 
0.1355507813 0.7618522827 0.9615881226 
0.6809757446 0.9813755737 0.9831400757 
0.7965830566 0.7300079346 0.2264691528 
0.2376941162 0.4372808228 0.5603849609 
0.4965722046 0.6995755737 0.8970608398 
0.6884456299 0.2962131958 0.2437685791 
0.3323690063 0.0660850464 0.9303318726 
0.1754042236 0.0433817749 0.7760735840 
0.1581915649 0.1124274048 0.5962092773 
0.6640882935 0.8449473633 0.2755865356 
0.3937356445 0.0856501587 0.3528715576 
0.2940632202 0.8341058350 0.7123355469 
0.8080372314 0.9065230103 0.1499727417 
0.4637181641 0.2673984009 0.4936621582 
0.9062941406 0.4939765869 0.6737661499 
0.5785069702 0.7178448608 0.8433014160 
0.8046879028 0.5248852173 0.8913691040 
0.5121290283 0.5711911987 0.2356407837 
0.5800665771 0.6727465454 0.2777553833 
0.8725919800 0.7912067383 0.9485132202 
0.2606401001 0.9109688843 0.9849447632 
0.4591660767 0.3957240356 0.3081731689 
0.8583832275 0.4213195801 0.2558924927 
0.5754541382 0.5029721924 0.4931012451 
0.2896801758 0.4250550659 0.9077619751 
0.4084905884 0.1879925903 0.0065370239 
0.4126062012 0.1323611084 0.4633277222 
0.1072856689 0.6894589478 0.5461880249 
0.1100365112 0.6121467529 0.3094269653 
0.4342754150 0.2033025635 0.6955638794 
0.3846556152 0.2056205078 0.9360694214 
0.8003907227 0.8288040649 0.1591569946 
0.5362428101 0.9182710449 0.3183719482 
0.6749444946 0.3364977783 0.1564749756 
0.5444629272 0.2519689575 0.4006750732 
0.1574451660 0.5312605957 0.3921755737 
0.6640799561 0.4246399658 0.0034788086 
0.9671871460 0.9692638550 0.8243641357 
0.7984643799 0.7980929443 0.9014414795 
0.0389776855 0.3088048584 0.8788170776 
0.7963765869 0.8720075928 0.8179510254 
0.6710305786 0.8290976807 0.6734150635 
0.2255143921 0.0507943359 0.0814809570 
0.5108390259 0.6920666504 0.7055767578 
0.6136506348 0.0951614746 0.4201864502 
0.9228289062 0.2424609131 0.2912955444 
0.4852730713 0.1184014038 0.2723040161 
0.0051051270 0.6511747681 0.2530921875 
0.9270126831 0.1640147827 0.2712134277 
0.6390831299 0.8114106689 0.6865943481 
0.9820872803 0.0887810791 0.6989985596 
0.4799441162 0.9349244751 0.9608025513 
0.0712856079 0.6426769653 0.7184201416 
0.2892341553 0.1203125610 0.7752921875 
0.5838999878 0.8019744507 0.8859895020 
0.2167585938 0.1826436890 0.9892294922 
0.7962240356 0.0545536499 0.1461171997 
0.1307755981 0.2391310181 0.1823244629 
0.6798361572 0.4235811279 0.3707473389 
0.9966338135 0.1386563721 0.0304254150 
0.4939519165 0.4397598877 0.5725284424 
0.3461110840 0.5800427979 0.8843364502 
0.7549905640 0.8081724854 0.7145256348 
0.3086048340 0.3194461792 0.6962872681 
0.1594936646 0.5519397705 0.9933968140 
0.8374309326 0.9546154175 0.9140182861 
0.5477053467 0.2074520630 0.3231229980 
0.6623328369 0.6907484009 0.5668008911 
0.3681390503 0.1267497925 0.3158749878 
0.4113750732 0.9446758911 0.7529662842 
0.1281990234 0.9348981689 0.3026936523 
0.9327875244 0.8254398560 0.1797911011 
0.6875382935 0.7407794678 0.9991179077 
0.2285990845 0.4218139404 0.8710602539 
0.3265915527 0.2039267334 0.7538582275 
0.4543207397 0.7381809326 0.2969919067 
0.4781284424 0.1725434448 0.4225781738 
0.5167975464 0.0564278564 0.0233372559 
0.9420337524 0.2636471191 0.0743171387 
0.9851184448 0.1210029663 0.7851398193 
0.9702750122 0.5540713379 0.8093280518 
0.5427154663 0.2527539063 0.0560978394 
0.8995810303 0.4609742432 0.0543311035 
0.9569972290 0.1515041382 0.3292334106 
0.2016072388 0.3677477295 0.8319813232 
0.9053266113 0.9806806885 0.3107896362 
0.1250091431 0.6036585815 0.7043376953 
0.9965744507 0.6613040894 0.8392055542 
0.9080077515 0.0345994141 0.7016069336 
0.1409997925 0.7032206665 0.7129496826 
0.4846198486 0.1774758911 0.1191064453 
0.9143124146 0.1881139771 0.2873238770 
0.0249165405 0.7401730347 0.0312199707 
0.3838182129 0.5366680664 0.8842814941 
0.0687966675 0.0960771606 0.8744688477 
0.9593416626 0.1000289673 0.1469452026 
0.0819220581 0.2196526367 0.3121684326 
0.6314333740 0.7765894897 0.3876583374 
0.6523373535 0.4309622803 0.0848399292 
0.5369353149 0.8810501587 0.9167678833 
0.1937147461 0.9681120361 0.6424040771 
0.4979936646 0.5214301636 0.1207514404 
0.0156283325 0.3174692871 0.9331458496 
0.6929008667 0.9975366943 0.0120790771 
0.7437722900 0.9277288818 0.7240165649 
0.5462529175 0.3056901245 0.4800352295 
0.4535538208 0.4380055176 0.0597954346 
0.3099123535 0.7088307495 0.6914121094 
0.5135209351 0.8747690674 0.4403045776 
0.6276816040 0.6550463989 0.8278932373 
0.0713914917 0.2345747314 0.9297327881 
0.0638638550 0.3277473755 0.9463785400 
0.2981134766 0.2882235107 0.7963653687 
0.0625877441 0.7935659668 0.0351841797 
0.8794517822 0.9498472168 0.7765241333 
0.6369022827 0.8229836304 0.5374515625 
0.0152073120 0.7601411743 0.3624101196 
0.2077429565 0.3663090698 0.5951624878 
0.1099591064 0.7555515747 0.8930553223 
0.4668393555 0.6033554199 0.6917336304 
0.9513303711 0.6952995972 0.9245119263 
0.3539963989 0.2429564087 0.5825534668 
0.4356716431 0.0374089233 0.9781716309 
0.8003068726 0.8010130371 0.8673297241 
0.1383041382 0.2465212646 0.7863774902 
0.0864529785 0.7923816772 0.2418942505 
0.0563782104 0.4702108154 0.0843023193 
0.8757920898 0.9427341919 0.8408598145 
0.3018549927 0.2797538086 0.6939434937 
0.1550914429 0.1222890137 0.1993205811 
0.5513971436 0.6147163330 0.3638534546 
0.7200272217 0.8886766357 0.8932761108 
0.7693732422 0.0032392456 0.0934503174 
0.5855517212 0.1566336304 0.1917103149 
0.0536611572 0.3928008301 0.0448114502 
0.0724359863 0.3632885132 0.0418829224 
0.3660131592 0.5362699463 0.0912357910 
0.1604716064 0.4706341431 0.0361186157 
0.6634951050 0.6092568726 0.5338985229 
0.9949266113 0.5950759766 0.0536095459 
0.7578125244 0.7527430786 0.8336415161 
0.3268628662 0.0846262207 0.0279810059 
0.1034505981 0.6400821045 0.7677086304 
0.5463687500 0.7835320190 0.0693848389 
0.6088873047 0.6709999023 0.9687675293 
0.0434280151 0.8247934937 0.7086467041 
0.2160998657 0.6419895630 0.3842708374 
0.9199155518 0.7308361206 0.1757535156 
0.6263935913 0.9936324951 0.7858320068 
0.4499962280 0.3936993530 0.9079542114 
0.4352979614 0.0443526978 0.1929974365 
0.4651275635 0.9374327271 0.0750234985 
0.0828827148 0.5169100342 0.0120171509 
0.6835776855 0.1072187744 0.3965920654 
0.3773917847 0.4711993896 0.4426915161 
0.0321816162 0.8070885010 0.9591704590 
0.9192436279 0.4328174927 0.2412186646 
0.4822868774 0.4516635376 0.0721734131 
0.3450653198 0.6590272217 0.0049526123 
0.7897252686 0.7145070923 0.0460464722 
0.8710391724 0.6733501831 0.7471525391 
